fecha,high,low,url_origen
2024-11-05,20,10,https://www.accuweather.com/es/co/bogota/107487/november-weather/107487?year=2024
2024-11-06,20,8,https://www.accuweather.com/es/co/bogota/107487/november-weather/107487?year=2024
2024-11-07,17,8,https://www.accuweather.com/es/co/bogota/107487/november-weather/107487?year=2024
2024-11-08,19,11,https://www.accuweather.com/es/co/bogota/107487/november-weather/107487?year=2024
2024-11-09,21,10,https://www.accuweather.com/es/co/bogota/107487/november-weather/107487?year=2024
2024-11-10,20,10,https://www.accuweather.com/es/co/bogota/107487/november-weather/107487?year=2024
2024-11-11,20,10,https://www.accuweather.com/es/co/bogota/107487/november-weather/107487?year=2024
2024-11-12,21,11,https://www.accuweather.com/es/co/bogota/107487/november-weather/107487?year=2024
2024-11-13,20,10,https://www.accuweather.com/es/co/bogota/107487/november-weather/107487?year=2024
2024-11-14,20,10,https://www.accuweather.com/es/co/bogota/107487/november-weather/107487?year=2024
2024-11-15,18,9,https://www.accuweather.com/es/co/bogota/107487/november-weather/107487?year=2024
2024-11-16,18,7,https://www.accuweather.com/es/co/bogota/107487/november-weather/107487?year=2024
2024-11-17,19,7,https://www.accuweather.com/es/co/bogota/107487/november-weather/107487?year=2024
2024-11-18,19,8,https://www.accuweather.com/es/co/bogota/107487/november-weather/107487?year=2024
2024-11-19,18,7,https://www.accuweather.com/es/co/bogota/107487/november-weather/107487?year=2024
2024-11-20,19,8,https://www.accuweather.com/es/co/bogota/107487/november-weather/107487?year=2024
2024-11-21,19,8,https://www.accuweather.com/es/co/bogota/107487/november-weather/107487?year=2024
2024-11-22,19,8,https://www.accuweather.com/es/co/bogota/107487/november-weather/107487?year=2024
2024-11-23,18,8,https://www.accuweather.com/es/co/bogota/107487/november-weather/107487?year=2024
2024-11-24,17,8,https://www.accuweather.com/es/co/bogota/107487/november-weather/107487?year=2024
2024-11-25,19,8,https://www.accuweather.com/es/co/bogota/107487/november-weather/107487?year=2024
2024-11-26,19,8,https://www.accuweather.com/es/co/bogota/107487/november-weather/107487?year=2024
2024-11-27,18,8,https://www.accuweather.com/es/co/bogota/107487/november-weather/107487?year=2024
2024-11-28,17,8,https://www.accuweather.com/es/co/bogota/107487/november-weather/107487?year=2024
2024-11-29,17,9,https://www.accuweather.com/es/co/bogota/107487/november-weather/107487?year=2024
2024-11-30,18,8,https://www.accuweather.com/es/co/bogota/107487/november-weather/107487?year=2024
2024-12-01,21,10,https://www.accuweather.com/es/co/bogota/107487/december-weather/107487?year=2024
2024-12-02,31,12,https://www.accuweather.com/es/co/bogota/107487/december-weather/107487?year=2024
2024-12-03,19,10,https://www.accuweather.com/es/co/bogota/107487/december-weather/107487?year=2024
2024-12-04,20,9,https://www.accuweather.com/es/co/bogota/107487/december-weather/107487?year=2024
2024-12-05,20,10,https://www.accuweather.com/es/co/bogota/107487/december-weather/107487?year=2024
2024-12-06,20,8,https://www.accuweather.com/es/co/bogota/107487/december-weather/107487?year=2024
2024-12-07,17,8,https://www.accuweather.com/es/co/bogota/107487/december-weather/107487?year=2024
2024-12-08,19,11,https://www.accuweather.com/es/co/bogota/107487/december-weather/107487?year=2024
2024-12-09,21,10,https://www.accuweather.com/es/co/bogota/107487/december-weather/107487?year=2024
2024-12-10,20,10,https://www.accuweather.com/es/co/bogota/107487/december-weather/107487?year=2024
2024-12-11,20,10,https://www.accuweather.com/es/co/bogota/107487/december-weather/107487?year=2024
2024-12-12,21,11,https://www.accuweather.com/es/co/bogota/107487/december-weather/107487?year=2024
2024-12-13,20,10,https://www.accuweather.com/es/co/bogota/107487/december-weather/107487?year=2024
2024-12-14,20,10,https://www.accuweather.com/es/co/bogota/107487/december-weather/107487?year=2024
2024-12-15,18,9,https://www.accuweather.com/es/co/bogota/107487/december-weather/107487?year=2024
2024-12-16,18,7,https://www.accuweather.com/es/co/bogota/107487/december-weather/107487?year=2024
2024-12-17,19,7,https://www.accuweather.com/es/co/bogota/107487/december-weather/107487?year=2024
2024-12-18,19,8,https://www.accuweather.com/es/co/bogota/107487/december-weather/107487?year=2024
2024-12-19,18,7,https://www.accuweather.com/es/co/bogota/107487/december-weather/107487?year=2024
2024-12-20,19,8,https://www.accuweather.com/es/co/bogota/107487/december-weather/107487?year=2024
2024-12-21,19,8,https://www.accuweather.com/es/co/bogota/107487/december-weather/107487?year=2024
2024-12-22,19,8,https://www.accuweather.com/es/co/bogota/107487/december-weather/107487?year=2024
2024-12-23,18,8,https://www.accuweather.com/es/co/bogota/107487/december-weather/107487?year=2024
2024-12-24,17,8,https://www.accuweather.com/es/co/bogota/107487/december-weather/107487?year=2024
2024-12-25,19,8,https://www.accuweather.com/es/co/bogota/107487/december-weather/107487?year=2024
2024-12-26,19,8,https://www.accuweather.com/es/co/bogota/107487/december-weather/107487?year=2024
2024-12-27,18,8,https://www.accuweather.com/es/co/bogota/107487/december-weather/107487?year=2024
2024-12-28,17,8,https://www.accuweather.com/es/co/bogota/107487/december-weather/107487?year=2024
2024-12-29,17,9,https://www.accuweather.com/es/co/bogota/107487/december-weather/107487?year=2024
2024-12-30,18,8,https://www.accuweather.com/es/co/bogota/107487/december-weather/107487?year=2024
2025-01-01,21,7,https://www.accuweather.com/es/co/bogota/107487/january-weather/107487?year=2025
2025-01-02,22,9,https://www.accuweather.com/es/co/bogota/107487/january-weather/107487?year=2025
2025-01-03,20,11,https://www.accuweather.com/es/co/bogota/107487/january-weather/107487?year=2025
2025-01-04,20,10,https://www.accuweather.com/es/co/bogota/107487/january-weather/107487?year=2025
2025-01-05,17,10,https://www.accuweather.com/es/co/bogota/107487/january-weather/107487?year=2025
2025-01-06,20,9,https://www.accuweather.com/es/co/bogota/107487/january-weather/107487?year=2025
2025-01-07,21,6,https://www.accuweather.com/es/co/bogota/107487/january-weather/107487?year=2025
2025-01-08,21,11,https://www.accuweather.com/es/co/bogota/107487/january-weather/107487?year=2025
2025-01-09,21,10,https://www.accuweather.com/es/co/bogota/107487/january-weather/107487?year=2025
2025-01-10,23,11,https://www.accuweather.com/es/co/bogota/107487/january-weather/107487?year=2025
2025-01-11,21,6,https://www.accuweather.com/es/co/bogota/107487/january-weather/107487?year=2025
2025-01-12,23,4,https://www.accuweather.com/es/co/bogota/107487/january-weather/107487?year=2025
2025-01-13,22,2,https://www.accuweather.com/es/co/bogota/107487/january-weather/107487?year=2025
2025-01-14,22,4,https://www.accuweather.com/es/co/bogota/107487/january-weather/107487?year=2025
2025-01-15,21,7,https://www.accuweather.com/es/co/bogota/107487/january-weather/107487?year=2025
2025-01-16,21,5,https://www.accuweather.com/es/co/bogota/107487/january-weather/107487?year=2025
2025-01-17,21,5,https://www.accuweather.com/es/co/bogota/107487/january-weather/107487?year=2025
2025-01-18,23,4,https://www.accuweather.com/es/co/bogota/107487/january-weather/107487?year=2025
2025-01-19,22,5,https://www.accuweather.com/es/co/bogota/107487/january-weather/107487?year=2025
2025-01-20,22,2,https://www.accuweather.com/es/co/bogota/107487/january-weather/107487?year=2025
2025-01-21,21,5,https://www.accuweather.com/es/co/bogota/107487/january-weather/107487?year=2025
2025-01-22,22,4,https://www.accuweather.com/es/co/bogota/107487/january-weather/107487?year=2025
2025-01-23,21,3,https://www.accuweather.com/es/co/bogota/107487/january-weather/107487?year=2025
2025-01-24,20,7,https://www.accuweather.com/es/co/bogota/107487/january-weather/107487?year=2025
2025-01-25,19,11,https://www.accuweather.com/es/co/bogota/107487/january-weather/107487?year=2025
2025-01-26,20,12,https://www.accuweather.com/es/co/bogota/107487/january-weather/107487?year=2025
2025-01-27,19,8,https://www.accuweather.com/es/co/bogota/107487/january-weather/107487?year=2025
2025-01-28,20,8,https://www.accuweather.com/es/co/bogota/107487/january-weather/107487?year=2025
2025-01-29,20,8,https://www.accuweather.com/es/co/bogota/107487/january-weather/107487?year=2025
2025-01-30,19,7,https://www.accuweather.com/es/co/bogota/107487/january-weather/107487?year=2025
2025-01-31,21,7,https://www.accuweather.com/es/co/bogota/107487/january-weather/107487?year=2025
2025-02-01,21,9,https://www.accuweather.com/es/co/bogota/107487/february-weather/107487?year=2025
2025-02-02,21,7,https://www.accuweather.com/es/co/bogota/107487/february-weather/107487?year=2025
2025-02-03,22,6,https://www.accuweather.com/es/co/bogota/107487/february-weather/107487?year=2025
2025-02-04,20,9,https://www.accuweather.com/es/co/bogota/107487/february-weather/107487?year=2025
2025-02-05,21,11,https://www.accuweather.com/es/co/bogota/107487/february-weather/107487?year=2025
2025-02-06,22,11,https://www.accuweather.com/es/co/bogota/107487/february-weather/107487?year=2025
2025-02-07,22,12,https://www.accuweather.com/es/co/bogota/107487/february-weather/107487?year=2025
2025-02-08,22,11,https://www.accuweather.com/es/co/bogota/107487/february-weather/107487?year=2025
2025-02-09,20,11,https://www.accuweather.com/es/co/bogota/107487/february-weather/107487?year=2025
2025-02-10,20,11,https://www.accuweather.com/es/co/bogota/107487/february-weather/107487?year=2025
2025-02-11,18,12,https://www.accuweather.com/es/co/bogota/107487/february-weather/107487?year=2025
2025-02-12,20,10,https://www.accuweather.com/es/co/bogota/107487/february-weather/107487?year=2025
2025-02-13,17,10,https://www.accuweather.com/es/co/bogota/107487/february-weather/107487?year=2025
2025-02-14,20,9,https://www.accuweather.com/es/co/bogota/107487/february-weather/107487?year=2025
2025-02-15,20,11,https://www.accuweather.com/es/co/bogota/107487/february-weather/107487?year=2025
2025-02-16,20,7,https://www.accuweather.com/es/co/bogota/107487/february-weather/107487?year=2025
2025-02-17,21,11,https://www.accuweather.com/es/co/bogota/107487/february-weather/107487?year=2025
2025-02-18,21,8,https://www.accuweather.com/es/co/bogota/107487/february-weather/107487?year=2025
2025-02-19,21,8,https://www.accuweather.com/es/co/bogota/107487/february-weather/107487?year=2025
2025-02-20,21,10,https://www.accuweather.com/es/co/bogota/107487/february-weather/107487?year=2025
2025-02-21,20,12,https://www.accuweather.com/es/co/bogota/107487/february-weather/107487?year=2025
2025-02-22,18,11,https://www.accuweather.com/es/co/bogota/107487/february-weather/107487?year=2025
2025-02-23,20,11,https://www.accuweather.com/es/co/bogota/107487/february-weather/107487?year=2025
2025-02-24,20,13,https://www.accuweather.com/es/co/bogota/107487/february-weather/107487?year=2025
2025-02-25,19,12,https://www.accuweather.com/es/co/bogota/107487/february-weather/107487?year=2025
2025-02-26,22,9,https://www.accuweather.com/es/co/bogota/107487/february-weather/107487?year=2025
2025-02-27,21,9,https://www.accuweather.com/es/co/bogota/107487/february-weather/107487?year=2025
2025-02-28,22,9,https://www.accuweather.com/es/co/bogota/107487/february-weather/107487?year=2025
2025-03-01,22,10,https://www.accuweather.com/es/co/bogota/107487/march-weather/107487?year=2025
2025-03-02,22,11,https://www.accuweather.com/es/co/bogota/107487/march-weather/107487?year=2025
2025-03-03,20,10,https://www.accuweather.com/es/co/bogota/107487/march-weather/107487?year=2025
2025-03-04,19,10,https://www.accuweather.com/es/co/bogota/107487/march-weather/107487?year=2025
2025-03-05,21,10,https://www.accuweather.com/es/co/bogota/107487/march-weather/107487?year=2025
2025-03-06,18,10,https://www.accuweather.com/es/co/bogota/107487/march-weather/107487?year=2025
2025-03-07,19,11,https://www.accuweather.com/es/co/bogota/107487/march-weather/107487?year=2025
2025-03-08,19,10,https://www.accuweather.com/es/co/bogota/107487/march-weather/107487?year=2025
2025-03-09,21,9,https://www.accuweather.com/es/co/bogota/107487/march-weather/107487?year=2025
2025-03-10,32,9,https://www.accuweather.com/es/co/bogota/107487/march-weather/107487?year=2025
2025-03-11,20,10,https://www.accuweather.com/es/co/bogota/107487/march-weather/107487?year=2025
2025-03-12,20,11,https://www.accuweather.com/es/co/bogota/107487/march-weather/107487?year=2025
2025-03-13,22,10,https://www.accuweather.com/es/co/bogota/107487/march-weather/107487?year=2025
2025-03-14,17,13,https://www.accuweather.com/es/co/bogota/107487/march-weather/107487?year=2025
2025-03-15,19,11,https://www.accuweather.com/es/co/bogota/107487/march-weather/107487?year=2025
2025-03-16,21,10,https://www.accuweather.com/es/co/bogota/107487/march-weather/107487?year=2025
2025-03-17,18,12,https://www.accuweather.com/es/co/bogota/107487/march-weather/107487?year=2025
2025-03-18,20,10,https://www.accuweather.com/es/co/bogota/107487/march-weather/107487?year=2025
2025-03-19,19,9,https://www.accuweather.com/es/co/bogota/107487/march-weather/107487?year=2025
2025-03-20,18,11,https://www.accuweather.com/es/co/bogota/107487/march-weather/107487?year=2025
2025-03-21,20,11,https://www.accuweather.com/es/co/bogota/107487/march-weather/107487?year=2025
2025-03-22,18,12,https://www.accuweather.com/es/co/bogota/107487/march-weather/107487?year=2025
2025-03-23,20,8,https://www.accuweather.com/es/co/bogota/107487/march-weather/107487?year=2025
2025-03-24,21,5,https://www.accuweather.com/es/co/bogota/107487/march-weather/107487?year=2025
2025-03-25,22,3,https://www.accuweather.com/es/co/bogota/107487/march-weather/107487?year=2025
2025-03-26,21,6,https://www.accuweather.com/es/co/bogota/107487/march-weather/107487?year=2025
2025-03-27,20,11,https://www.accuweather.com/es/co/bogota/107487/march-weather/107487?year=2025
2025-03-28,20,8,https://www.accuweather.com/es/co/bogota/107487/march-weather/107487?year=2025
2025-03-29,20,11,https://www.accuweather.com/es/co/bogota/107487/march-weather/107487?year=2025
2025-03-30,19,11,https://www.accuweather.com/es/co/bogota/107487/march-weather/107487?year=2025
2025-03-31,18,11,https://www.accuweather.com/es/co/bogota/107487/march-weather/107487?year=2025
2025-04-01,19,10,https://www.accuweather.com/es/co/bogota/107487/april-weather/107487?year=2025
2025-04-02,20,11,https://www.accuweather.com/es/co/bogota/107487/april-weather/107487?year=2025
2025-04-03,21,10,https://www.accuweather.com/es/co/bogota/107487/april-weather/107487?year=2025
2025-04-04,19,11,https://www.accuweather.com/es/co/bogota/107487/april-weather/107487?year=2025
2025-04-05,21,11,https://www.accuweather.com/es/co/bogota/107487/april-weather/107487?year=2025
2025-04-06,21,12,https://www.accuweather.com/es/co/bogota/107487/april-weather/107487?year=2025
2025-04-07,20,11,https://www.accuweather.com/es/co/bogota/107487/april-weather/107487?year=2025
2025-04-08,19,12,https://www.accuweather.com/es/co/bogota/107487/april-weather/107487?year=2025
2025-04-09,19,11,https://www.accuweather.com/es/co/bogota/107487/april-weather/107487?year=2025
2025-04-10,19,11,https://www.accuweather.com/es/co/bogota/107487/april-weather/107487?year=2025
2025-04-11,19,10,https://www.accuweather.com/es/co/bogota/107487/april-weather/107487?year=2025
2025-04-12,20,8,https://www.accuweather.com/es/co/bogota/107487/april-weather/107487?year=2025
2025-04-13,23,7,https://www.accuweather.com/es/co/bogota/107487/april-weather/107487?year=2025
2025-04-14,22,7,https://www.accuweather.com/es/co/bogota/107487/april-weather/107487?year=2025
2025-04-15,22,9,https://www.accuweather.com/es/co/bogota/107487/april-weather/107487?year=2025
2025-04-16,22,7,https://www.accuweather.com/es/co/bogota/107487/april-weather/107487?year=2025
2025-04-17,20,11,https://www.accuweather.com/es/co/bogota/107487/april-weather/107487?year=2025
2025-04-18,20,12,https://www.accuweather.com/es/co/bogota/107487/april-weather/107487?year=2025
2025-04-19,20,11,https://www.accuweather.com/es/co/bogota/107487/april-weather/107487?year=2025
2025-04-20,20,11,https://www.accuweather.com/es/co/bogota/107487/april-weather/107487?year=2025
2025-04-21,18,9,https://www.accuweather.com/es/co/bogota/107487/april-weather/107487?year=2025
2025-04-22,19,9,https://www.accuweather.com/es/co/bogota/107487/april-weather/107487?year=2025
2025-04-23,20,10,https://www.accuweather.com/es/co/bogota/107487/april-weather/107487?year=2025
2025-04-24,18,12,https://www.accuweather.com/es/co/bogota/107487/april-weather/107487?year=2025
2025-04-25,18,12,https://www.accuweather.com/es/co/bogota/107487/april-weather/107487?year=2025
2025-04-26,18,12,https://www.accuweather.com/es/co/bogota/107487/april-weather/107487?year=2025
2025-04-27,19,11,https://www.accuweather.com/es/co/bogota/107487/april-weather/107487?year=2025
2025-04-28,19,11,https://www.accuweather.com/es/co/bogota/107487/april-weather/107487?year=2025
2025-04-29,19,11,https://www.accuweather.com/es/co/bogota/107487/april-weather/107487?year=2025
2025-04-30,20,12,https://www.accuweather.com/es/co/bogota/107487/april-weather/107487?year=2025
2025-05-01,19,9,https://www.accuweather.com/es/co/bogota/107487/may-weather/107487?year=2025
2025-05-02,19,9,https://www.accuweather.com/es/co/bogota/107487/may-weather/107487?year=2025
2025-05-03,19,11,https://www.accuweather.com/es/co/bogota/107487/may-weather/107487?year=2025
2025-05-04,18,11,https://www.accuweather.com/es/co/bogota/107487/may-weather/107487?year=2025
2025-05-05,16,9,https://www.accuweather.com/es/co/bogota/107487/may-weather/107487?year=2025
2025-05-06,17,10,https://www.accuweather.com/es/co/bogota/107487/may-weather/107487?year=2025
2025-05-07,18,11,https://www.accuweather.com/es/co/bogota/107487/may-weather/107487?year=2025
2025-05-08,20,10,https://www.accuweather.com/es/co/bogota/107487/may-weather/107487?year=2025
2025-05-09,18,10,https://www.accuweather.com/es/co/bogota/107487/may-weather/107487?year=2025
2025-05-10,18,12,https://www.accuweather.com/es/co/bogota/107487/may-weather/107487?year=2025
2025-05-11,20,12,https://www.accuweather.com/es/co/bogota/107487/may-weather/107487?year=2025
2025-05-12,20,11,https://www.accuweather.com/es/co/bogota/107487/may-weather/107487?year=2025
2025-05-13,20,10,https://www.accuweather.com/es/co/bogota/107487/may-weather/107487?year=2025
2025-05-14,30,10,https://www.accuweather.com/es/co/bogota/107487/may-weather/107487?year=2025
2025-05-15,16,11,https://www.accuweather.com/es/co/bogota/107487/may-weather/107487?year=2025
2025-05-16,20,12,https://www.accuweather.com/es/co/bogota/107487/may-weather/107487?year=2025
2025-05-17,19,13,https://www.accuweather.com/es/co/bogota/107487/may-weather/107487?year=2025
2025-05-18,19,13,https://www.accuweather.com/es/co/bogota/107487/may-weather/107487?year=2025
2025-05-19,19,13,https://www.accuweather.com/es/co/bogota/107487/may-weather/107487?year=2025
2025-05-20,21,12,https://www.accuweather.com/es/co/bogota/107487/may-weather/107487?year=2025
2025-05-21,20,11,https://www.accuweather.com/es/co/bogota/107487/may-weather/107487?year=2025
2025-05-22,18,12,https://www.accuweather.com/es/co/bogota/107487/may-weather/107487?year=2025
2025-05-23,19,11,https://www.accuweather.com/es/co/bogota/107487/may-weather/107487?year=2025
2025-05-24,19,11,https://www.accuweather.com/es/co/bogota/107487/may-weather/107487?year=2025
2025-05-25,20,10,https://www.accuweather.com/es/co/bogota/107487/may-weather/107487?year=2025
2025-05-26,20,12,https://www.accuweather.com/es/co/bogota/107487/may-weather/107487?year=2025
2025-05-27,18,12,https://www.accuweather.com/es/co/bogota/107487/may-weather/107487?year=2025
2025-05-28,19,12,https://www.accuweather.com/es/co/bogota/107487/may-weather/107487?year=2025
2025-05-29,20,13,https://www.accuweather.com/es/co/bogota/107487/may-weather/107487?year=2025
2025-05-30,19,11,https://www.accuweather.com/es/co/bogota/107487/may-weather/107487?year=2025
2025-05-31,18,11,https://www.accuweather.com/es/co/bogota/107487/may-weather/107487?year=2025
2025-06-01,18,12,https://www.accuweather.com/es/co/bogota/107487/june-weather/107487?year=2025
2025-06-02,19,12,https://www.accuweather.com/es/co/bogota/107487/june-weather/107487?year=2025
2025-06-03,19,10,https://www.accuweather.com/es/co/bogota/107487/june-weather/107487?year=2025
2025-06-04,18,9,https://www.accuweather.com/es/co/bogota/107487/june-weather/107487?year=2025
2025-06-05,19,11,https://www.accuweather.com/es/co/bogota/107487/june-weather/107487?year=2025
2025-06-06,19,10,https://www.accuweather.com/es/co/bogota/107487/june-weather/107487?year=2025
2025-06-07,18,9,https://www.accuweather.com/es/co/bogota/107487/june-weather/107487?year=2025
2025-06-08,18,10,https://www.accuweather.com/es/co/bogota/107487/june-weather/107487?year=2025
2025-06-09,18,11,https://www.accuweather.com/es/co/bogota/107487/june-weather/107487?year=2025
2025-06-10,17,11,https://www.accuweather.com/es/co/bogota/107487/june-weather/107487?year=2025
2025-06-11,20,11,https://www.accuweather.com/es/co/bogota/107487/june-weather/107487?year=2025
2025-06-12,18,10,https://www.accuweather.com/es/co/bogota/107487/june-weather/107487?year=2025
2025-06-13,18,11,https://www.accuweather.com/es/co/bogota/107487/june-weather/107487?year=2025
2025-06-14,18,9,https://www.accuweather.com/es/co/bogota/107487/june-weather/107487?year=2025
2025-06-15,20,10,https://www.accuweather.com/es/co/bogota/107487/june-weather/107487?year=2025
2025-06-16,20,9,https://www.accuweather.com/es/co/bogota/107487/june-weather/107487?year=2025
2025-06-17,18,10,https://www.accuweather.com/es/co/bogota/107487/june-weather/107487?year=2025
2025-06-18,18,10,https://www.accuweather.com/es/co/bogota/107487/june-weather/107487?year=2025
2025-06-19,18,7,https://www.accuweather.com/es/co/bogota/107487/june-weather/107487?year=2025
2025-06-20,20,11,https://www.accuweather.com/es/co/bogota/107487/june-weather/107487?year=2025
2025-06-21,19,10,https://www.accuweather.com/es/co/bogota/107487/june-weather/107487?year=2025
2025-06-22,18,12,https://www.accuweather.com/es/co/bogota/107487/june-weather/107487?year=2025
2025-06-23,20,12,https://www.accuweather.com/es/co/bogota/107487/june-weather/107487?year=2025
2025-06-24,17,12,https://www.accuweather.com/es/co/bogota/107487/june-weather/107487?year=2025
2025-06-25,17,9,https://www.accuweather.com/es/co/bogota/107487/june-weather/107487?year=2025
2025-06-26,20,7,https://www.accuweather.com/es/co/bogota/107487/june-weather/107487?year=2025
2025-06-27,18,11,https://www.accuweather.com/es/co/bogota/107487/june-weather/107487?year=2025
2025-06-28,19,10,https://www.accuweather.com/es/co/bogota/107487/june-weather/107487?year=2025
2025-06-29,18,8,https://www.accuweather.com/es/co/bogota/107487/june-weather/107487?year=2025
2025-06-30,18,11,https://www.accuweather.com/es/co/bogota/107487/june-weather/107487?year=2025
2025-07-01,18,11,https://www.accuweather.com/es/co/bogota/107487/july-weather/107487?year=2025
2025-07-02,19,10,https://www.accuweather.com/es/co/bogota/107487/july-weather/107487?year=2025
2025-07-03,18,11,https://www.accuweather.com/es/co/bogota/107487/july-weather/107487?year=2025
2025-07-04,18,9,https://www.accuweather.com/es/co/bogota/107487/july-weather/107487?year=2025
2025-07-05,18,8,https://www.accuweather.com/es/co/bogota/107487/july-weather/107487?year=2025
2025-07-06,17,9,https://www.accuweather.com/es/co/bogota/107487/july-weather/107487?year=2025
2025-07-07,18,10,https://www.accuweather.com/es/co/bogota/107487/july-weather/107487?year=2025
2025-07-08,19,8,https://www.accuweather.com/es/co/bogota/107487/july-weather/107487?year=2025
2025-07-09,19,9,https://www.accuweather.com/es/co/bogota/107487/july-weather/107487?year=2025
2025-07-10,18,11,https://www.accuweather.com/es/co/bogota/107487/july-weather/107487?year=2025
2025-07-11,17,11,https://www.accuweather.com/es/co/bogota/107487/july-weather/107487?year=2025
2025-07-12,18,10,https://www.accuweather.com/es/co/bogota/107487/july-weather/107487?year=2025
2025-07-13,19,10,https://www.accuweather.com/es/co/bogota/107487/july-weather/107487?year=2025
2025-07-14,18,10,https://www.accuweather.com/es/co/bogota/107487/july-weather/107487?year=2025
2025-07-15,19,10,https://www.accuweather.com/es/co/bogota/107487/july-weather/107487?year=2025
2025-07-16,18,9,https://www.accuweather.com/es/co/bogota/107487/july-weather/107487?year=2025
2025-07-17,19,9,https://www.accuweather.com/es/co/bogota/107487/july-weather/107487?year=2025
2025-07-18,17,10,https://www.accuweather.com/es/co/bogota/107487/july-weather/107487?year=2025
2025-07-19,18,10,https://www.accuweather.com/es/co/bogota/107487/july-weather/107487?year=2025
2025-07-20,18,9,https://www.accuweather.com/es/co/bogota/107487/july-weather/107487?year=2025
2025-07-21,20,11,https://www.accuweather.com/es/co/bogota/107487/july-weather/107487?year=2025
2025-07-22,19,10,https://www.accuweather.com/es/co/bogota/107487/july-weather/107487?year=2025
2025-07-23,20,11,https://www.accuweather.com/es/co/bogota/107487/july-weather/107487?year=2025
2025-07-24,19,10,https://www.accuweather.com/es/co/bogota/107487/july-weather/107487?year=2025
2025-07-25,20,10,https://www.accuweather.com/es/co/bogota/107487/july-weather/107487?year=2025
2025-07-26,20,9,https://www.accuweather.com/es/co/bogota/107487/july-weather/107487?year=2025
2025-07-27,20,11,https://www.accuweather.com/es/co/bogota/107487/july-weather/107487?year=2025
2025-07-28,19,10,https://www.accuweather.com/es/co/bogota/107487/july-weather/107487?year=2025
2025-07-29,18,11,https://www.accuweather.com/es/co/bogota/107487/july-weather/107487?year=2025
2025-07-30,18,9,https://www.accuweather.com/es/co/bogota/107487/july-weather/107487?year=2025
2025-07-31,20,6,https://www.accuweather.com/es/co/bogota/107487/july-weather/107487?year=2025
2025-08-01,19,9,https://www.accuweather.com/es/co/bogota/107487/august-weather/107487?year=2025
2025-08-02,18,10,https://www.accuweather.com/es/co/bogota/107487/august-weather/107487?year=2025
2025-08-03,18,9,https://www.accuweather.com/es/co/bogota/107487/august-weather/107487?year=2025
2025-08-04,18,10,https://www.accuweather.com/es/co/bogota/107487/august-weather/107487?year=2025
2025-08-05,18,6,https://www.accuweather.com/es/co/bogota/107487/august-weather/107487?year=2025
2025-08-06,20,8,https://www.accuweather.com/es/co/bogota/107487/august-weather/107487?year=2025
2025-08-07,16,11,https://www.accuweather.com/es/co/bogota/107487/august-weather/107487?year=2025
2025-08-08,17,11,https://www.accuweather.com/es/co/bogota/107487/august-weather/107487?year=2025
2025-08-09,18,10,https://www.accuweather.com/es/co/bogota/107487/august-weather/107487?year=2025
2025-08-10,20,10,https://www.accuweather.com/es/co/bogota/107487/august-weather/107487?year=2025
2025-08-11,19,10,https://www.accuweather.com/es/co/bogota/107487/august-weather/107487?year=2025
2025-08-12,20,9,https://www.accuweather.com/es/co/bogota/107487/august-weather/107487?year=2025
2025-08-13,16,8,https://www.accuweather.com/es/co/bogota/107487/august-weather/107487?year=2025
2025-08-14,20,10,https://www.accuweather.com/es/co/bogota/107487/august-weather/107487?year=2025
2025-08-15,19,10,https://www.accuweather.com/es/co/bogota/107487/august-weather/107487?year=2025
2025-08-16,18,11,https://www.accuweather.com/es/co/bogota/107487/august-weather/107487?year=2025
2025-08-17,18,10,https://www.accuweather.com/es/co/bogota/107487/august-weather/107487?year=2025
2025-08-18,19,11,https://www.accuweather.com/es/co/bogota/107487/august-weather/107487?year=2025
2025-08-19,20,10,https://www.accuweather.com/es/co/bogota/107487/august-weather/107487?year=2025
2025-08-20,21,9,https://www.accuweather.com/es/co/bogota/107487/august-weather/107487?year=2025
2025-08-21,19,10,https://www.accuweather.com/es/co/bogota/107487/august-weather/107487?year=2025
2025-08-22,20,7,https://www.accuweather.com/es/co/bogota/107487/august-weather/107487?year=2025
2025-08-23,19,11,https://www.accuweather.com/es/co/bogota/107487/august-weather/107487?year=2025
2025-08-24,20,7,https://www.accuweather.com/es/co/bogota/107487/august-weather/107487?year=2025
2025-08-25,17,10,https://www.accuweather.com/es/co/bogota/107487/august-weather/107487?year=2025
2025-08-26,17,9,https://www.accuweather.com/es/co/bogota/107487/august-weather/107487?year=2025
2025-08-27,18,11,https://www.accuweather.com/es/co/bogota/107487/august-weather/107487?year=2025
2025-08-28,17,8,https://www.accuweather.com/es/co/bogota/107487/august-weather/107487?year=2025
2025-08-29,19,6,https://www.accuweather.com/es/co/bogota/107487/august-weather/107487?year=2025
2025-08-30,21,7,https://www.accuweather.com/es/co/bogota/107487/august-weather/107487?year=2025
2025-08-31,19,9,https://www.accuweather.com/es/co/bogota/107487/august-weather/107487?year=2025
2025-09-01,19,8,https://www.accuweather.com/es/co/bogota/107487/september-weather/107487?year=2025
2025-09-02,19,10,https://www.accuweather.com/es/co/bogota/107487/september-weather/107487?year=2025
2025-09-03,19,7,https://www.accuweather.com/es/co/bogota/107487/september-weather/107487?year=2025
2025-09-04,17,10,https://www.accuweather.com/es/co/bogota/107487/september-weather/107487?year=2025
2025-09-05,18,10,https://www.accuweather.com/es/co/bogota/107487/september-weather/107487?year=2025
